SQL,cardinality
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 70907;",6747781
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 207955 AND company_type_id != 1;",229567
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND kind_id <= 1;",991606
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND company_type_id != 1 AND company_id >= 20122;",1802761
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 61777 AND company_type_id > 1;",1413328
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 183007 AND kind_id = 1;",1700250
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND company_type_id != 2;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 90928 AND kind_id != 4;",4619911
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND company_id >= 141741;",419097
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND company_type_id <= 1;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id != 67483 AND kind_id <= 2;",1122119
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id != 82445;",2868355
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 63927 AND kind_id > 4 AND company_type_id < 2;",2745
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 73129 AND company_type_id = 2 AND kind_id > 6;",1447426
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 294275;",4815430
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 287499 AND kind_id != 2;",4576553
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 313626;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id <= 198933;",4642061
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id <= 252362;",4752960
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 2 AND company_id = 12678 AND company_type_id != 1;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id <= 193033;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 244165 AND kind_id = 3 AND company_type_id != 2;",128875
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 295089 AND company_type_id = 2 AND kind_id <= 3;",1275747
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id >= 88503;",1323655
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 120233 AND company_type_id > 1;",1991234
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 6 AND company_type_id >= 1 AND company_id > 135465;",511866
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND company_type_id <= 2 AND company_id != 17842;",2553888
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 3 AND company_id < 265166 AND company_type_id <= 1;",748058
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 7 AND company_type_id <= 1;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id <= 115310 AND kind_id != 4;",1875065
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND kind_id = 1;",991606
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND company_id <= 223713;",2062638
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND kind_id <= 4 AND company_id <= 309362;",1340590
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 179527;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id = 3;",153628
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id < 4 AND company_id > 345815;",15658
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 7283 AND company_type_id >= 1 AND kind_id < 8;",1917962
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 178660;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND kind_id > 3 AND company_id >= 28332;",55134
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 222582 AND kind_id < 6 AND company_type_id >= 2;",193473
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 196124 AND kind_id = 2;",318003
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 257047;",4760586
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND kind_id <= 2 AND company_id > 9534;",644304
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND kind_id > 7 AND company_id != 313887;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 3 AND company_id != 323053;",2340667
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 193496 AND kind_id >= 6;",2061083
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 218692;",204980
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 202912 AND kind_id > 4 AND company_type_id > 1;",4476
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 268204 AND company_type_id != 1;",2752049
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND company_id >= 19908;",1539829
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 18297;",2376966
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 207115;",4662976
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 55191;",1535435
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 265257 AND company_type_id != 1 AND kind_id > 1;",17774
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND kind_id < 3 AND company_id != 181199;",1122118
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 7 AND company_id != 175458;",4894555
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 115875 AND company_type_id = 1 AND kind_id = 4;",151135
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND company_type_id != 2;",571448
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND company_id = 83126;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 21622 AND kind_id = 3 AND company_type_id != 2;",117697
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND kind_id <= 7;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 146627;",4894555
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id >= 199285 AND kind_id >= 6;",4604
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 214112 AND kind_id != 8;",215168
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 93377 AND kind_id != 7 AND company_type_id < 2;",1433523
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id > 134076 AND kind_id != 7;",524452
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 126001 AND kind_id >= 7 AND company_type_id != 1;",55
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id > 2 AND company_id <= 76220;",1880569
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1 AND company_id != 93110 AND kind_id <= 2;",1149266
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id <= 165862;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND company_id != 304215 AND kind_id > 4;",596923
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 4 AND company_type_id != 1;",123510
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 12200 AND company_type_id <= 2;",2734544
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 153585 AND kind_id < 6 AND company_type_id >= 2;",437645
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 24180;",4894551
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 75868 AND kind_id != 2;",1326843
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 17481 AND company_type_id <= 2 AND kind_id != 8;",2357397
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 146656 AND kind_id > 3 AND company_type_id > 1;",70978
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 274970 AND company_type_id = 2;",106171
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 281829 AND company_type_id >= 1 AND kind_id != 4;",89047
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 51504;",1568733
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 119431;",3994855
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 71157 AND kind_id <= 6 AND company_type_id = 2;",755005
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 316156;",51375
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 7 AND company_type_id = 1;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND kind_id >= 2;",1034594
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 32430 AND kind_id >= 6 AND company_type_id >= 1;",2066022
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND company_id <= 209287 AND company_type_id <= 2;",1761135
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 99398;",3621281
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND kind_id = 4 AND company_id <= 345009;",151135
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id = 29400 AND kind_id >= 2;",3
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND company_id >= 203706;",203828
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 358720;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 245342;",153506
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 357417 AND kind_id < 4;",4427
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND company_type_id <= 1 AND company_id < 156164;",596923
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND company_type_id != 2 AND company_id < 137353;",991606
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 189828;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id < 16994;",1010781
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id <= 8 AND company_id >= 297874;",74345
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND company_id <= 151532 AND company_type_id != 2;",571448
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1 AND company_id != 312830 AND kind_id = 3;",128875
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 4 AND company_id < 188524;",2060759
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 36693;",1734768
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND company_id != 301772 AND company_type_id >= 1;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 86090;",3559466
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 111653 AND kind_id = 3;",282503
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 2 AND company_type_id = 2 AND company_id <= 22521;",85828
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 7;",2875684
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND company_type_id <= 2;",2018874
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND company_type_id <= 1 AND company_id <= 229077;",1278142
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND company_id <= 1938;",1277632
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 281865;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 44279;",3256507
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 93334 AND kind_id >= 1;",1301880
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND company_id >= 307506;",62073
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 247934 AND kind_id <= 1 AND company_type_id <= 2;",126808
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND kind_id >= 1 AND company_id >= 127394;",746783
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id = 294102;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 276662;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND company_id < 36961;",1811767
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 356352 AND company_type_id <= 1 AND kind_id != 4;",1875065
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 38224 AND kind_id <= 6 AND company_type_id > 1;",532097
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id = 1;",1953384
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND company_type_id > 1;",2846684
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 40219;",3214324
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 161563 AND kind_id <= 2;",1938667
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND company_id != 166906 AND company_type_id <= 1;",1429277
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND company_type_id >= 1 AND company_id != 88294;",2941171
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 2677 AND kind_id < 2 AND company_type_id = 2;",910053
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 250243;",145028
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id < 274078;",2760910
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 329854 AND kind_id = 1 AND company_type_id < 2;",991606
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 162683;",4511052
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 3 AND company_id < 336896 AND company_type_id <= 2;",4586734
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 321233 AND kind_id > 3;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 194554 AND company_type_id != 2 AND kind_id = 1;",991606
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND company_id > 84776 AND company_type_id <= 1;",8055
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 174017;",4894554
